Name,Type,Latitude,Logitude
1743,SingleHouse,7.670415044620216,7.670415044620216
1844,SingleHouse,7.670412945673235,7.670412945673235
1846,SingleHouse,7.670156128940433,7.670156128940433
1709,SingleHouse,7.6695107727583,7.6695107727583
1708,SingleHouse,7.669662666137472,7.669662666137472
1711,SingleHouse,7.669821180821975,7.669821180821975
1730,SingleHouse,7.670085259295726,7.670085259295726
1799,SingleHouse,7.670343057025195,7.670343057025195
1905,CollectiveHouse,7.669774960321836,7.669774960321836
1919,CollectiveHouse,7.67015197146613,7.67015197146613
1737,SingleHouse,7.669233317431176,7.669233317431176
1712,SingleHouse,7.669263045043981,7.669263045043981
1896,SingleHouse,7.670004426936302,7.670004426936302
1705,CollectiveHouse,7.667493555388453,7.667493555388453
1735,SingleHouse,7.668045893164424,7.668045893164424
1789,SingleHouse,7.66784625507852,7.66784625507852
1798,SingleHouse,7.667889868826251,7.667889868826251
1803,SingleHouse,7.668133831782642,7.668133831782642
1768,SingleHouse,7.668035651064642,7.668035651064642
1776,SingleHouse,7.668177262184372,7.668177262184372
1811,SingleHouse,7.667976440886656,7.667976440886656
1822,SingleHouse,7.668120573496476,7.668120573496476
1732,SingleHouse,7.668296646843781,7.668296646843781
1733,CollectiveHouse,7.667648635944494,7.667648635944494
1750,CollectiveHouse,7.66763750452945,7.66763750452945
1820,SingleHouse,7.671821573713598,7.671821573713598
1837,CollectiveHouse,7.6712491602424455,7.6712491602424455
1800,CollectiveHouse,7.671324648806246,7.671324648806246
1830,Garage,7.671523586872057,7.671523586872057
1777,SingleHouse,7.670830831870413,7.670830831870413
1791,SingleHouse,7.670804738780961,7.670804738780961
1842,CollectiveHouse,7.670746597804327,7.670746597804327
1751,SingleHouse,7.6719917658287375,7.6719917658287375
1756,SingleHouse,7.671174145953325,7.671174145953325
1753,SingleHouse,7.671407417074183,7.671407417074183
1752,SingleHouse,7.671658121192772,7.671658121192772
1792,SingleHouse,7.671862085746119,7.671862085746119
1764,SingleHouse,7.671936870758799,7.671936870758799
1783,SingleHouse,7.671938036786798,7.671938036786798
1836,SingleHouse,7.671761537534934,7.671761537534934
1808,SingleHouse,7.671858781679996,7.671858781679996
